iter	Logloss
123	0.3418908557
124	0.3411982353
125	0.3403238032
126	0.3399292105
127	0.3395402843
128	0.3388907339
129	0.3385368121
130	0.3383309479
131	0.3379855795
132	0.3375506409
133	0.3372380438
134	0.3365290911
135	0.3362706189
136	0.3359640911
137	0.3356220199
138	0.3349172866
139	0.3344476599
140	0.3337148139
141	0.3332505808
142	0.3327674283
143	0.3322024549
144	0.3318988208
145	0.331009826
146	0.3304649804
147	0.3304093631
148	0.3299644209
149	0.3293266616
150	0.3288490458
151	0.3285454975
152	0.3279287092
153	0.327869478
154	0.3276341422
155	0.3270749398
156	0.3265965174
157	0.3261923697
158	0.3256175568
159	0.3251978656
160	0.3249068585
161	0.3246998321
162	0.3243410362
163	0.323985658
164	0.3238652954
165	0.323457392
166	0.3232913384
167	0.3229025458
168	0.3222957102
169	0.321356375
170	0.3208256844
171	0.3203836774
172	0.3200375095
173	0.3196153897
174	0.319099068
175	0.3186146202
176	0.318106574
177	0.317958692
178	0.317333667
179	0.3172024938
180	0.3166255669
181	0.3164724382
182	0.3160541145
183	0.3157650943
184	0.3154241773
185	0.3152185314
186	0.3148319138
187	0.3144817538
188	0.3140655124
189	0.3139292376
190	0.3134023081
191	0.3130153888
192	0.3127308769
193	0.3125903287
194	0.3122920471
195	0.3117997804
196	0.3117066815
197	0.3114938689
198	0.3110522366
199	0.3107748008
200	0.3106412554
201	0.31026599
202	0.3101327112
203	0.3097631697
204	0.3094585167
205	0.3090478075
206	0.3087746235
207	0.3084568905
208	0.3081511944
209	0.3078287351
210	0.3072983119
211	0.3071273711
212	0.3068673015
213	0.306613449
214	0.3061414001
215	0.3060168867
216	0.3055597554
217	0.3052847636
218	0.3047955056
219	0.3044066606
220	0.3042381956
221	0.3040733944
222	0.3039083948
223	0.3036580837
224	0.3032498149
225	0.3030381445
226	0.3026950941
227	0.302485361
228	0.3021361656
229	0.301769426
230	0.3015635042
231	0.3012807905
232	0.3010381541
233	0.3005924434
234	0.300363393
235	0.3000288172
236	0.2999264099
237	0.2994392095
238	0.2993285862
239	0.2990746561
240	0.2987171121
241	0.2985430936
242	0.2983305752
243	0.2980411137
244	0.2977573451
245	0.2973957558
246	0.2972225094
247	0.2969691446
248	0.2965274911
249	0.2962937439
250	0.2961440068
251	0.2959295133
252	0.2955621423
253	0.2951782015
254	0.2949638113
255	0.2947716303
256	0.2945083714
257	0.2943933204
258	0.29409797
259	0.2938671723
260	0.2936135037
261	0.293345843
262	0.2929332371
263	0.292710283
264	0.292314183
265	0.2919206882
266	0.2916615063
267	0.2913899502
268	0.2910300019
269	0.2908381156
270	0.2904689751
271	0.2901113005
272	0.289903159
273	0.2898300796
274	0.2895702981
275	0.2893144396
276	0.2889819018
277	0.2887139909
278	0.2885934888
279	0.2884113498
280	0.287884973
281	0.2874643544
282	0.2871796152
283	0.2870120734
284	0.2867613479
285	0.2866531602
286	0.2864289909
287	0.2860962079
288	0.2859246145
289	0.2855840232
290	0.2852799491
291	0.2850505876
292	0.2846914379
293	0.2846447778
294	0.284448931
295	0.2842387174
296	0.2841770446
297	0.2839271406
298	0.2838851436
299	0.2835499428
300	0.283234219
301	0.2830321242
302	0.2828973377
303	0.2824917991
304	0.2822613918
305	0.2821082888
306	0.2818940576
307	0.2815289289
308	0.2813160066
309	0.2811273982
310	0.2810119675
311	0.2806894837
312	0.2805172503
313	0.2801846148
314	0.2800587583
315	0.2798663396
316	0.2798404599
317	0.2795945148
318	0.2795602356
319	0.2793872592
320	0.2793142787
321	0.2792557443
322	0.2790318985
323	0.2787559405
324	0.2785127668
325	0.2784089804
326	0.2782153953
327	0.2781201986
328	0.2778499136
329	0.2778361531
330	0.2776796854
331	0.2776166857
332	0.2775798851
333	0.2775567341
334	0.2775484634
335	0.277206432
336	0.2771174421
337	0.2770732999
338	0.2769873292
339	0.2769625547
340	0.2767693673
341	0.2766234258
342	0.2762931535
343	0.2761186194
344	0.2759760552
345	0.2756997934
346	0.275580542
347	0.2753174783
348	0.2752102504
349	0.2750859755
350	0.274665472
351	0.274395817
352	0.27413456
353	0.2740399424
354	0.2739559488
355	0.2737322965
356	0.2734959015
357	0.2732244393
358	0.2729845965
359	0.272853479
360	0.272557789
361	0.2724834228
362	0.2722531217
363	0.2720320843
364	0.2719173526
365	0.2718465839
366	0.2717312756
367	0.2716901068
368	0.2714384499
369	0.2713453058
370	0.2711650427
371	0.2710411509
372	0.2708387331
373	0.2706614811
374	0.27052384
375	0.2703008953
376	0.2702110036
377	0.2700238303
378	0.2700011553
379	0.2696389731
380	0.269396076
381	0.2693172888
382	0.2689271732
383	0.2685804127
384	0.26841734
385	0.2682115483
386	0.2680732846
387	0.2680228363
388	0.2677933208
389	0.267662272
390	0.2674927785
391	0.2673502753
392	0.2671159057
393	0.2670114086
394	0.2668779962
395	0.266809718
396	0.266698393
397	0.2665402828
398	0.2664961683
399	0.2662052089
400	0.2660921681
401	0.265918645
402	0.2657926632
403	0.2656037805
404	0.2654214804
405	0.2653275757
406	0.2650174314
407	0.2648569704
408	0.264586195
409	0.2644961083
410	0.2643376046
411	0.2642599299
412	0.2641662415
413	0.2640107909
414	0.2638980836
415	0.263843881
416	0.2636142588
417	0.2635835395
418	0.2634925321
419	0.2634532797
420	0.2633323389
421	0.2630937671
422	0.2629423626
423	0.2628207121
424	0.2627454152
425	0.2627140799
426	0.2625110776
427	0.2624090798
428	0.2622331429
429	0.2621598757
430	0.2619744358
431	0.2617189692
432	0.2614039566
433	0.2613892026
434	0.2612488169
435	0.2611327911
436	0.2608551994
437	0.2606666712
438	0.2602969748
439	0.2601201849
440	0.2600405251
441	0.259748596
442	0.2596668335
443	0.2595701174
444	0.2592504871
445	0.2590798871
446	0.2589476233
447	0.2588058001
448	0.2584877848
449	0.2583892307
450	0.2582329034
451	0.2581091352
452	0.2581080114
453	0.2579668071
454	0.2578613977
455	0.2577450506
456	0.2575603211
457	0.2574377516
458	0.2572947262
459	0.257019287
460	0.2567668591
461	0.2565534905
462	0.2562680952
463	0.2561684963
464	0.2560553259
465	0.2558566358
466	0.2556532629
467	0.255561849
468	0.2553276489
469	0.2551751702
470	0.2550577493
471	0.2549194344
472	0.2548015722
473	0.2546188511
474	0.2543717389
475	0.2543208076
476	0.2542110771
477	0.2539622729
478	0.2538134697
479	0.2537843558
480	0.2536103649
481	0.2533720055
482	0.2531700742
483	0.2530460807
484	0.2529581477
485	0.2527398853
486	0.2524570051
487	0.2523138129
488	0.2521914024
489	0.2519395602
490	0.2519172269
491	0.2518045828
492	0.2516128822
493	0.2513895488
494	0.2512287906
495	0.2511589041
496	0.2509522657
497	0.2505939401
498	0.2504828273
499	0.2501393696
500	0.2499127286
501	0.2497436178
502	0.2494550646
503	0.2490879774
504	0.2489242997
505	0.2486757175
506	0.2485467958
507	0.248414085
508	0.24819356
509	0.2480328821
510	0.2477862889
511	0.2475269227
512	0.2472620593
513	0.2470946344
514	0.2469290076
515	0.2468483019
516	0.2467009205
517	0.2465958339
518	0.2464807361
519	0.2463903249
520	0.2461368883
521	0.2459748288
522	0.2458128068
523	0.245491064
524	0.2453873357
525	0.2452630255
526	0.2450453927
527	0.244895099
528	0.2448160824
529	0.2446634424
530	0.2444448861
531	0.2442969763
532	0.2441030167
533	0.2438857698
534	0.2437790801
535	0.2436081066
536	0.2434459764
537	0.2431109183
538	0.2430275978
539	0.2427601117
540	0.242550774
541	0.2422755293
542	0.242155469
543	0.2419559271
544	0.2418045869
545	0.2416550647
546	0.2413373847
547	0.2411509944
548	0.2410236066
549	0.2409166533
550	0.2408158482
551	0.2407305744
552	0.240605004
553	0.2403823116
554	0.2403365437
555	0.2402567412
556	0.2401882004
557	0.240171563
558	0.2400238978
559	0.2398595698
560	0.2396721613
561	0.2395534569
562	0.239367854
563	0.239285176
564	0.2391870493
565	0.2390686239
566	0.2389636408
567	0.2388311643
568	0.2387282175
569	0.2385139875
570	0.2384108616
571	0.2382400967
572	0.2380567341
573	0.2379306224
574	0.2377896806
575	0.2377449139
576	0.2375247509
577	0.2373456139
578	0.2371546275
579	0.2370380727
580	0.2368987886
581	0.2366946899
582	0.2365261115
583	0.2363275644
584	0.2362991261
585	0.2361377361
586	0.235972337
587	0.2357419823
588	0.2355417111
589	0.2355111784
590	0.2354305133
591	0.2353806131
592	0.2352391844
593	0.2350654512
594	0.2347911188
595	0.2346345335
596	0.2345761875
597	0.2344907082
598	0.2344006216
599	0.234175647
600	0.2341350028
601	0.2338726629
602	0.2337464137
603	0.2336022679
604	0.2335197567
605	0.2334106953
606	0.2333838032
607	0.2331296228
608	0.232936843
609	0.2327736786
610	0.2326491034
611	0.232608066
612	0.2324450508
613	0.2323509245
614	0.2322034026
615	0.2321222295
616	0.2319676293
617	0.2317772882
618	0.231749168
619	0.2316015006
620	0.2315323221
621	0.2314931936
622	0.2313165216
623	0.2312151105
624	0.23097164
625	0.2308251411
626	0.2306565343
627	0.2305232964
628	0.2303025861
629	0.2301604114
630	0.2300920117
631	0.2299131465
632	0.2298466784
633	0.2296135765
634	0.2294721214
635	0.2292882614
636	0.2292085231
637	0.2290464452
638	0.2289003692
639	0.2287509046
640	0.2286819788
641	0.2285788638
642	0.2284426179
643	0.228349706
644	0.2282696179
645	0.2281208973
646	0.2279490453
647	0.2278494377
648	0.2277195359
649	0.2277112434
650	0.2275285686
651	0.2273443784
652	0.2271911024
653	0.2269726784
654	0.2267976995
655	0.2266778074
656	0.2265604994
657	0.22642471
658	0.2263656226
659	0.2262317676
660	0.2261217027
661	0.2259125084
662	0.2257915388
663	0.2256299302
664	0.2255338035
665	0.2255077883
666	0.2253836774
667	0.2252807106
668	0.225118465
669	0.2249972868
670	0.2248912153
671	0.2248053471
672	0.2247353538
673	0.2246593016
674	0.2244882732
675	0.2243800596
676	0.2242195934
677	0.224093615
678	0.2240124474
679	0.2238718358
680	0.2237745343
681	0.223683133
682	0.2236769182
683	0.2235852916
684	0.2234738129
685	0.2233891971
686	0.2232994688
687	0.2232214203
688	0.2231233109
689	0.2230188414
690	0.2230113498
691	0.2229254495
692	0.222805438
693	0.2227537828
694	0.2226045155
695	0.2224814728
696	0.2223458618
697	0.222249053
698	0.2220809367
699	0.221928015
700	0.2218487421
701	0.2217526848
702	0.221612212
703	0.2215009508
704	0.221436142
705	0.22128858
706	0.2211886513
707	0.2210586318
708	0.2209566457
709	0.2208644649
710	0.2207254441
711	0.2206051868
712	0.2204995598
713	0.2204084859
714	0.2202516909
715	0.2202120635
716	0.2200571703
717	0.2199423185
718	0.2198748044
719	0.2197519646
720	0.2196360479
721	0.2195728245
722	0.2194335869
723	0.2193470764
724	0.2192281017
725	0.2191415714
726	0.2190217416
727	0.218957702
728	0.2188226736
729	0.2187122891
730	0.2186495606
731	0.2185197518
732	0.2184867806
733	0.2183557227
734	0.2181859739
735	0.2180654916
736	0.2179285316
737	0.2178240244
738	0.2176897831
739	0.2175916069
740	0.2175408902
741	0.2173902952
742	0.2173093396
743	0.2172714949
744	0.2171606093
745	0.2171284065
746	0.2170299235
747	0.2169558326
748	0.2169480982
749	0.2168611617
750	0.2167959972
751	0.2167081502
752	0.2166047844
753	0.2165251643
754	0.2164211428
755	0.2162930095
756	0.2161967216
757	0.2160648082
758	0.2159639292
759	0.2159133316
760	0.2158434543
761	0.215722696
762	0.2155958607
763	0.2155362166
764	0.2154263567
765	0.2153540534
766	0.215266015
767	0.21519782
768	0.2151344445
769	0.2150048969
770	0.214888412
771	0.214846981
772	0.2147667385
773	0.2147019248
774	0.2145875722
775	0.2144071426
776	0.2143085022
777	0.2142382956
778	0.2140821271
779	0.213982033
780	0.2139074115
781	0.2137817715
782	0.2137013557
783	0.2136413918
784	0.2135851894
785	0.213523824
786	0.2134495395
787	0.2133602272
788	0.2132817953
789	0.2131680926
790	0.2130751098
791	0.2130154455
792	0.2128941384
793	0.2128239421
794	0.212816372
795	0.2126994096
796	0.212593664
797	0.212553837
798	0.212477794
799	0.2123820302
800	0.2122993225
801	0.212177357
802	0.212078957
803	0.2119716527
804	0.2118595362
805	0.2117553205
806	0.2116178026
807	0.2115467959
808	0.2114456237
809	0.2113295532
810	0.2112761232
811	0.2111741382
812	0.2111172268
813	0.2110118038
814	0.2109106074
815	0.2108373135
816	0.2107179016
817	0.2106110516
818	0.2105469176
819	0.2104726827
820	0.2103710071
821	0.2102835195
822	0.2101762605
823	0.2101005494
824	0.2100481691
825	0.2099454225
826	0.2098361659
827	0.2097267385
828	0.2096954983
829	0.2096051426
830	0.2095509012
831	0.209479044
832	0.2093943829
833	0.2093413857
834	0.209226536
835	0.2091422079
836	0.2090662933
837	0.2089950238
838	0.2089007216
839	0.208854965
840	0.2087853136
841	0.2087235177
842	0.208659441
843	0.2086368531
844	0.2085376834
845	0.208515968
846	0.2084438738
847	0.2083175654
848	0.2082482128
849	0.2081748115
850	0.2081259606
851	0.2080407783
852	0.2079396344
853	0.2078624317
854	0.2077412966
855	0.2076887233
856	0.207649474
857	0.2075624103
858	0.2074678825
859	0.2073532867
860	0.207263094
861	0.2071590169
862	0.2070339075
863	0.2069423395
864	0.2068506057
865	0.2067697076
866	0.2066887642
867	0.2066288639
868	0.2066195634
869	0.2065573131
870	0.2065337019
871	0.2064225455
872	0.206387912
873	0.2063442074
874	0.2062879575
875	0.2061991731
876	0.2061286829
877	0.2060244773
878	0.2059174837
879	0.2058389313
880	0.2057696474
881	0.2056822328
882	0.2055895846
883	0.2055265157
884	0.2053939035
885	0.2053403994
886	0.2052751157
887	0.2052703289
888	0.2051863808
889	0.2051429284
890	0.2050848135
891	0.2049834174
892	0.2049556163
893	0.2048749416
894	0.2048207307
895	0.2047527425
896	0.2046739009
897	0.204624765
898	0.2045456955
899	0.2045138668
900	0.2044155887
901	0.2043440333
902	0.2042194368
903	0.2041649437
904	0.2040821214
905	0.2039790408
906	0.2039297748
907	0.2038516079
908	0.2037883327
909	0.2037253058
910	0.2036323302
911	0.2035410604
912	0.2034402414
913	0.2033928343
914	0.2033094463
915	0.2032297517
916	0.2031604834
917	0.2030852808
918	0.2030518127
919	0.2030327158
920	0.2029353982
921	0.2028482597
922	0.2027615968
923	0.2026934974
924	0.2025995889
925	0.2025500805
926	0.2024984481
927	0.2024395333
928	0.2023910066
929	0.2023857528
930	0.2023357497
931	0.2023038377
932	0.202228617
933	0.2022040007
934	0.2021699834
935	0.2020973756
936	0.2020726198
937	0.2019909991
938	0.2019366635
939	0.2018655776
940	0.201776772
941	0.2017184244
942	0.2016716736
943	0.2015849396
944	0.2015197758
945	0.2014510522
946	0.2013725225
947	0.2013237135
948	0.2012657848
949	0.2012398209
950	0.2011673087
951	0.2010896959
952	0.2010261692
953	0.2009897734
954	0.2009484874
955	0.2008467483
956	0.2007575237
957	0.2006792217
958	0.2006436726
959	0.2006252484
960	0.2005729479
961	0.2004950974
962	0.2004004334
963	0.2003508196
964	0.2003076332
965	0.2002815192
966	0.2002384408
967	0.200153292
968	0.200141656
969	0.2000851937
970	0.2000514937
971	0.199964842
972	0.1999020783
973	0.1998392703
974	0.1997904501
975	0.1997263675
976	0.199659699
977	0.199612011
978	0.1995786288
979	0.199487055
980	0.1994484405
981	0.1993838956
982	0.1993309514
983	0.1992701502
984	0.1991901719
985	0.1991434845
986	0.1990559143
987	0.1989677088
988	0.1989112611
989	0.198838092
990	0.1987717955
991	0.1987558244
992	0.1986977969
993	0.1986473666
994	0.1985682285
995	0.1984980079
996	0.1984335589
997	0.1983525256
998	0.1982632569
999	0.1982105459
